,H = 0.001,Time(H = 0.001),H(Exact)0.001,H = 0.01,Time(H = 0.01),H(Exact)0.01,H = 0.25,Time(H = 0.25),H(Exact)0.25,H = 0.5,Time(H = 0.5),H(Exact)0.5,H = 0.75,Time(H = 0.75),H(Exact)0.75,H = 1,Time(H = 1),H(Exact)0.75
46,1.2194793442857015,0.47000000000000036,1.6093721646414791,1.9998495869315114,4.699999999999944,1.9999172759344435,2.968750014901147,11.75,2.9999999999377587,,,,,,,,,
47,1.2349500103655224,0.48000000000000037,1.6171071140248883,1.9998771015719374,4.799999999999942,1.999932271263509,2.9843750074505735,12.0,2.999999999962249,,,,,,,,,
48,1.2501140330436589,0.4900000000000004,1.6246889011486008,1.999899583036421,4.89999999999994,1.9999445484005678,2.9921875037252867,12.25,2.9999999999771028,,,,,,,,,
49,1.264977490285682,0.5000000000000003,1.6321205588285579,1.9999179520297095,4.999999999999938,1.9999546000702375,2.9960937518626434,12.5,2.999999999986112,,,,,,,,,
50,1.279546339586071,0.5100000000000003,1.639405059826922,1.8336807229647651,5.099999999999936,0.9999628296813159,2.9980468759313217,12.75,2.9999999999915765,,,,,,,,,
51,1.2938264203560645,0.5200000000000004,1.6465453180412202,1.68117784836086,5.199999999999934,0.9999695675169916,2.999023437965661,13.0,2.9999999999948908,,,,,,,,,
52,1.3078234562641857,0.5300000000000004,1.6535441896699428,1.5565718965498276,5.299999999999931,0.9999750839902685,2.9995117189828306,13.25,2.999999999996901,,,,,,,,,
53,1.3215430575303706,0.5400000000000004,1.6604044743550612,1.4547597617486931,5.399999999999929,0.9999796004965888,2.9997558594914153,13.5,2.9999999999981206,,,,,,,,,
54,1.3349907231746299,0.5500000000000004,1.6671289163019207,1.371571834991517,5.499999999999927,0.9999832982992097,2.9998779297457077,13.75,2.99999999999886,,,,,,,,,
55,1.3481718432211367,0.5600000000000004,1.6737202053769606,1.303601242176875,5.599999999999925,0.9999863258039343,2.999938964872854,14.0,2.9999999999993086,,,,,,,,,
56,1.3610917008586294,0.5700000000000004,1.6801809781836963,1.2480643191200054,5.699999999999923,0.9999888045151574,2.999969482436427,14.25,2.999999999999581,,,,,,,,,
57,1.3737554745579905,0.5800000000000004,1.686513819117395,1.2026866095120312,5.799999999999921,0.9999908339122637,2.9999847412182135,14.5,2.9999999999997455,,,,,,,,,
58,1.3861682401478554,0.5900000000000004,1.692721261398869,1.1656097169525155,5.899999999999919,0.9999924954420849,2.9999923706091067,14.75,2.999999999999846,,,,,,,,,
59,1.3983349728490813,0.6000000000000004,1.6988057880877983,1.135315196278244,5.9999999999999165,0.9999938557876467,2.9999961853045534,15.0,2.9999999999999063,,,,,,,,,
60,1.4102605492688878,0.6100000000000004,1.7047698330759862,1.1105623672376042,6.099999999999914,0.9999949695443929,2.9999980926522767,15.25,2.999999999999943,,,,,,,,,
61,1.4219497493554742,0.6200000000000004,1.7106157820609496,1.0903375037349612,6.199999999999912,0.9999958814112925,,,,,,,,,,,,
62,1.4334072583138942,0.6300000000000004,1.7163459735002298,1.0738123177439391,6.29999999999991,0.9999966279847659,,,,,,,,,,,,
63,1.4446376684839546,0.6400000000000005,1.7219626995468063,1.0603100376419157,6.399999999999908,0.999997239227428,,,,,,,,,,,,
64,1.4556454811808943,0.6500000000000005,1.7274682069659877,1.0492776917395736,6.499999999999906,0.999997739670593,,,,,,,,,,,,
65,1.4664351084995781,0.6600000000000005,1.7328646980341498,1.040263461906593,6.599999999999904,0.9999981493988024,,,,,,,,,,,,
66,1.4770108750829298,0.6700000000000005,1.7381543314196741,1.0328981798350294,6.699999999999902,0.9999984848558878,,,,,,,,,,,,
67,1.487377019855313,0.6800000000000005,1.7433392230464444,1.0268802081392985,6.7999999999998995,0.99999875950492,,,,,,,,,,,,
68,1.4975376977215555,0.6900000000000005,1.7484214469402437,1.021963087114098,6.899999999999897,0.999998984368529,,,,,,,,,,,,
69,1.5074969812322965,0.7000000000000005,1.7534030360583939,1.0179454412362317,6.999999999999895,0.9999991684712809,,,,,,,,,,,,
70,1.5172588622163252,0.7100000000000005,1.7582859831029638,1.0146627320417232,7.099999999999893,0.9999993192018656,,,,,,,,,,,,
71,1.526827253380566,0.7200000000000005,1.7630722413178785,1.0119805196259708,7.199999999999891,0.9999994426096307,,,,,,,,,,,,
72,1.536205989878349,0.7300000000000005,1.7677637252702414,1.0097889567987632,7.299999999999889,0.9999995436473632,,,,,,,,,,,,
73,1.5453988308465958,0.7400000000000005,1.7723623116161875,1.0079982904080662,7.399999999999887,0.999999626370062,,,,,,,,,,,,
74,1.5544094609125383,0.7500000000000006,1.7768698398515705,1.00653518559402,7.4999999999998845,0.9999996940976795,,,,,,,,,,,,
75,1.5632414916705724,0.7600000000000006,1.7812881130477856,1.005339722436837,7.599999999999882,0.9999997495483628,,,,,,,,,,,,
76,1.5718984631298372,0.7700000000000006,1.7856188985730224,1.0043629419994669,7.69999999999988,0.9999997949475424,,,,,,,,,,,,
77,1.5803838451331043,0.7800000000000006,1.7898639287992355,1.0035648412657916,7.799999999999878,0.999999832117247,,,,,,,,,,,,
78,1.5887010387475424,0.7900000000000006,1.7940249017951169,1.0029127348591487,7.899999999999876,0.9999998625492272,,,,,,,,,,,,
79,1.5968533776279155,0.8000000000000006,1.7981034820053448,1.0023799164470837,7.999999999999874,0.9999998874648253,,,,,,,,,,,,
80,1.6048441293527602,0.8100000000000006,1.8021013009163855,1.001944565011577,8.099999999999872,0.9999999078639916,,,,,,,,,,,,
81,1.6126764967340819,0.8200000000000006,1.8060199577091083,1.0015888511921844,8.19999999999987,0.9999999245654165,,,,,,,,,,,,
82,1.6203536191010868,0.8300000000000006,1.8098610198984797,1.0012982071033247,8.299999999999867,0.9999999382393866,,,,,,,,,,,,
83,1.6278785735584733,0.8400000000000006,1.8136260239605904,1.0010607297218348,8.399999999999865,0.9999999494346865,,,,,,,,,,,,
84,1.6352543762197815,0.8500000000000006,1.8173164759472655,1.0008666934111685,8.499999999999863,0.9999999586006229,,,,,,,,,,,,
85,1.6424839834162956,0.8600000000000007,1.820933852088507,1.0007081516181744,8.599999999999861,0.9999999661050567,,,,,,,,,,,,
86,1.6495702928819849,0.8700000000000007,1.8244795993830034,1.0005786114303634,8.699999999999859,0.9999999722491676,,,,,,,,,,,,
87,1.6565161449149601,0.8800000000000007,1.8279551361769497,1.000472767665504,8.799999999999857,0.99999997727954,,,,,,,,,,,,
88,1.6633243235159059,0.8900000000000007,1.8313618527314048,1.0003862856034593,8.899999999999855,0.9999999813980607,,,,,,,,,,,,
89,1.66999755750395,0.9000000000000007,1.8347011117784138,1.0003156234622788,8.999999999999853,0.9999999847700203,,,,,,,,,,,,
90,1.676538521610415,0.9100000000000007,1.8379742490661195,1.0002578873482437,9.09999999999985,0.9999999875307473,,,,,,,,,,,,
91,1.6829498375508893,0.9200000000000007,1.8411825738930796,1.0002107127394901,9.199999999999848,0.9999999897910393,,,,,,,,,,,,
92,1.6892340750760506,0.9300000000000007,1.8443273696320028,1.0001721676495021,9.299999999999846,0.9999999916416099,,,,,,,,,,,,
93,1.6953937530016596,0.9400000000000007,1.8474098942431163,1.000140673504634,9.399999999999844,0.9999999931567289,,,,,,,,,,,,
94,1.7014313402181391,0.9500000000000007,1.8504313807773651,1.0001149404952858,9.499999999999842,0.9999999943972036,,,,,,,,,,,,
95,1.7073492566801414,0.9600000000000007,1.8533930378696502,1.000093914753108,9.59999999999984,0.9999999954128183,,,,,,,,,,,,
96,1.7131498743765043,0.9700000000000008,1.8562960502222974,1.0000767351909299,9.699999999999838,0.9999999962443332,,,,,,,,,,,,
97,1.7188355182809756,0.9800000000000008,1.8591415790789552,1.00006269823784,9.799999999999836,0.9999999969251201,,,,,,,,,,,,
98,1.7244084672840998,0.9900000000000008,1.8619307626891075,1.000051229025179,9.899999999999833,0.9999999974825012,,,,,,,,,,,,
99,1.7298709551066316,1.0000000000000007,1.8646647167633874,1.0000418578433972,9.999999999999831,0.9999999979388464,,,,,,,,,,,,
100,1.7352251711948423,1.0099999999999996,1.8673445349198783,1.332538676645295,10.09999999999983,2.9999999983124703,,,,,,,,,,,,
101,1.7404732615980845,1.0199999999999985,1.8699712891215736,1.6375626961501473,10.199999999999827,2.9999999986183674,,,,,,,,,,,,
102,1.7456173298289588,1.0299999999999974,1.8725460301051786,1.8867895279350992,10.299999999999825,2.999999998868815,,,,,,,,,,,,
103,1.7506594377064344,1.0399999999999963,1.8750697878014166,2.0904259949333204,10.399999999999823,2.999999999073864,,,,,,,,,,,,
104,1.7556016061822557,1.0499999999999952,1.8775435717470168,2.256811814608221,10.49999999999982,2.999999999241744,,,,,,,,,,,,
105,1.7604458161509706,1.059999999999994,1.8799683714885418,2.3927611433162768,10.599999999999818,2.9999999993791926,,,,,,,,,,,,
106,1.7651940092439016,1.069999999999993,1.8823451569782192,2.5038416429182453,10.699999999999816,2.9999999994917257,,,,,,,,,,,,
107,1.7698480886073804,1.0799999999999919,1.8846748789619356,2.5946024985184963,10.799999999999814,2.9999999995838604,,,,,,,,,,,,
108,1.7744099196655594,1.0899999999999908,1.886958469359548,2.6687607255593098,10.899999999999812,2.9999999996592934,,,,,,,,,,,,
109,1.7788813308680986,1.0999999999999897,1.8891968416376639,2.7293533962813505,10.99999999999981,2.9999999997210534,,,,,,,,,,,,
110,1.783264114423037,1.1099999999999886,1.8913908911750394,2.778862019825022,11.099999999999808,2.999999999771618,,,,,,,,,,,,
111,1.7875600270151346,1.1199999999999875,1.8935414956207446,2.8193141698289876,11.199999999999806,2.9999999998130162,,,,,,,,,,,,
112,1.7917707905099807,1.1299999999999863,1.8956495152452322,2.8523665215773644,11.299999999999804,2.999999999846911,,,,,,,,,,,,
113,1.7958980926441404,1.1399999999999852,1.8977157932844595,2.8793726993946454,11.399999999999801,2.999999999874661,,,,,,,,,,,,
114,1.7999435877016252,1.1499999999999841,1.899741156277193,2.9014387129071153,11.4999999999998,2.999999999897381,,,,,,,,,,,,
115,1.803908897176956,1.159999999999983,1.9017264143956352,2.9194682525045677,11.599999999999797,2.9999999999159828,,,,,,,,,,,,
116,1.80779561042508,1.169999999999982,1.9036723617695035,2.9341996990303483,11.699999999999795,2.9999999999312124,,,,,,,,,,,,
117,1.8116052852984095,1.1799999999999808,1.905579776803694,2.9462363633926816,11.799999999999793,2.9999999999436815,,,,,,,,,,,,
118,1.8153394487712318,1.1899999999999797,1.907449422489653,2.9560711945287768,11.89999999999979,2.99999999995389,,,,,,,,,,,,
119,1.8189995975517423,1.1999999999999786,1.9092820467105835,2.96410696761041,11.999999999999789,2.999999999962249,,,,,,,,,,,,
120,1.8225871986819489,1.2099999999999775,1.9110783825406097,2.9706727792777325,12.099999999999786,2.999999999969092,,,,,,,,,,,,
121,1.826103690125683,1.2199999999999764,1.9128391485380145,2.976037525446247,12.199999999999784,2.9999999999746945,,,,,,,,,,,,
122,1.8295504813449577,1.2299999999999753,1.9145650490326747,2.9804209136563933,12.299999999999782,2.9999999999792815,,,,,,,,,,,,
123,1.8329289538649005,1.2399999999999742,1.9162567744077996,2.9840024609649354,12.39999999999978,2.999999999983037,,,,,,,,,,,,
124,1.8362404618274886,1.2499999999999731,1.9179150013760968,2.986928845877327,12.499999999999778,2.999999999986112,,,,,,,,,,,,
125,1.8394863325343107,1.259999999999972,1.919540393250463,2.989319915411728,12.599999999999776,2.9999999999886295,,,,,,,,,,,,
126,1.8426678669785679,1.269999999999971,1.9211336002093204,2.991273593307664,12.699999999999774,2.9999999999906906,,,,,,,,,,,,
127,1.8457863403665309,1.2799999999999698,1.9226952595566955,2.9928698903898505,12.799999999999772,2.999999999992378,,,,,,,,,,,,
128,1.848843002628663,1.2899999999999687,1.9242259959771497,2.994174181327419,12.89999999999977,2.9999999999937597,,,,,,,,,,,,
129,1.8518390789206096,1.2999999999999676,1.9257264217856613,2.9952398819847765,12.999999999999767,2.9999999999948908,,,,,,,,,,,,
130,1.8547757701142595,1.3099999999999665,1.9271971371725596,2.9961106370121855,13.099999999999765,2.999999999995817,,,,,,,,,,,,
131,1.8576542532790716,1.3199999999999654,1.928638730443609,2.9968221072665413,13.199999999999763,2.999999999996575,,,,,,,,,,,,
132,1.8604756821538617,1.3299999999999643,1.9300517782553397,2.9974034302642854,13.299999999999761,2.999999999997196,,,,,,,,,,,,
133,1.863241187609239,1.3399999999999632,1.931436845845717,2.99787841347776,13.399999999999759,2.9999999999977045,,,,,,,,,,,,
134,1.865951878100875,1.3499999999999621,1.9327944872602452,2.9982665093452185,13.499999999999757,2.9999999999981206,,,,,,,,,,,,
135,1.8686088401137904,1.359999999999961,1.934125245573592,2.998583611924984,13.599999999999755,2.9999999999984612,,,,,,,,,,,,
136,1.871213138597832,1.36999999999996,1.9354296531068262,2.998842707819905,13.699999999999752,2.99999999999874,,,,,,,,,,,,
137,1.873765817394523,1.3799999999999588,1.936708231640354,2.9990544080300205,13.79999999999975,2.9999999999989684,,,,,,,,,,,,
138,1.8762678996554483,1.3899999999999577,1.9379614926226365,2.999227382514919,13.899999999999748,2.9999999999991553,,,,,,,,,,,,
139,1.87872038825235,1.3999999999999566,1.9391899373747767,2.999368715262815,13.999999999999746,2.9999999999993086,,,,,,,,,,,,
140,1.8811242661790926,1.4099999999999555,1.9403940572910554,2.999484194407843,14.099999999999744,2.999999999999434,,,,,,,,,,,,
141,1.8834804969456616,1.4199999999999544,1.9415743340354938,2.999578549277009,14.199999999999742,2.9999999999995364,,,,,,,,,,,,
142,1.885790024964354,1.4299999999999533,1.9427312397345273,2.999655644074801,14.29999999999974,2.9999999999996207,,,,,,,,,,,,
143,1.8880537759283105,1.4399999999999522,1.943865237165861,2.999718636137629,14.399999999999737,2.999999999999689,,,,,,,,,,,,
144,1.8902726571825483,1.449999999999951,1.9449767799435873,2.9997701052392154,14.499999999999735,2.9999999999997455,,,,,,,,,,,,
145,1.8924475580876383,1.45999999999995,1.9460663126996387,2.999812159242517,14.599999999999733,2.9999999999997917,,,,,,,,,,,,
146,1.8945793503761752,1.469999999999949,1.9471342712616442,2.999846520425035,14.699999999999731,2.9999999999998295,,,,,,,,,,,,
147,1.8966688885021783,1.4799999999999478,1.9481810828272688,2.9998745960128836,14.799999999999729,2.9999999999998606,,,,,,,,,,,,
148,1.8987170099835715,1.4899999999999467,1.949207166135096,2.9998975358122517,14.899999999999727,2.999999999999886,,,,,,,,,,,,
149,1.9007245357378721,1.4999999999999456,1.9502129316321306,2.9999162792985112,14.999999999999725,2.9999999999999063,,,,,,,,,,,,
150,1.902692270411227,1.5099999999999445,1.9511987816379817,,,,,,,,,,,,,,,
151,1.9046210027009263,1.5199999999999434,1.9521651105057962,,,,,,,,,,,,,,,
152,1.9065115056715256,1.5299999999999423,1.953112304780006,,,,,,,,,,,,,,,
153,1.9083645370647018,1.5399999999999412,1.9540407433509503,,,,,,,,,,,,,,,
154,1.9101808396029663,1.54999999999994,1.9549507976064369,,,,,,,,,,,,,,,
155,1.9119611412873605,1.559999999999939,1.9558428315803018,,,,,,,,,,,,,,,
156,1.9137061556892476,1.569999999999938,1.9567172020980288,,,,,,,,,,,,,,,
157,1.9154165822363247,1.5799999999999368,1.9575742589194833,,,,,,,,,,,,,,,
158,1.9170931064929622,1.5899999999999357,1.9584143448788214,,,,,,,,,,,,,,,
159,1.9187364004349898,1.5999999999999346,1.9592377960216285,,,,,,,,,,,,,,,
160,1.9203471227190325,1.6099999999999335,1.9600449417393409,,,,,,,,,,,,,,,
161,1.921925918946511,1.6199999999999324,1.9608361049010077,,,,,,,,,,,,,,,
162,1.9234734219224086,1.6299999999999313,1.9616116019824426,,,,,,,,,,,,,,,
163,1.924990251908908,1.6399999999999302,1.9623717431928185,,,,,,,,,,,,,,,
164,1.9264770168740029,1.649999999999929,1.9631168325987547,,,,,,,,,,,,,,,
165,1.9279343127351787,1.659999999999928,1.9638471682459484,,,,,,,,,,,,,,,
166,1.9293627235982669,1.6699999999999269,1.9645630422783962,,,,,,,,,,,,,,,
167,1.9307628219915622,1.6799999999999258,1.9652647410552562,,,,,,,,,,,,,,,
168,1.9321351690953013,1.6899999999999247,1.9659525452653954,,,,,,,,,,,,,,,
169,1.9334803149665907,1.6999999999999236,1.966626730039669,,,,,,,,,,,,,,,
170,1.93479879875988,1.7099999999999225,1.9672875650609751,,,,,,,,,,,,,,,
171,1.9360911489430612,1.7199999999999214,1.9679353146721341,,,,,,,,,,,,,,,
172,1.937357883509287,1.7299999999999203,1.9685702379816272,,,,,,,,,,,,,,,
173,1.9385995101845919,1.7399999999999192,1.969192588967244,,,,,,,,,,,,,,,
174,1.9398165266313918,1.749999999999918,1.9698026165776765,,,,,,,,,,,,,,,
175,1.94100942064796,1.759999999999917,1.970400564832103,,,,,,,,,,,,,,,
176,1.94217867036394,1.7699999999999159,1.970986672917798,,,,,,,,,,,,,,,
177,1.943324744431989,1.7799999999999148,1.9715611752858107,,,,,,,,,,,,,,,
178,1.9444481022156197,1.7899999999999137,1.972124301744748,,,,,,,,,,,,,,,
179,1.945549193973321,1.7999999999999126,1.9726762775527027,,,,,,,,,,,,,,,
180,1.9466284610390272,1.8099999999999115,1.9732173235073571,,,,,,,,,,,,,,,
181,1.9476863359990124,1.8199999999999104,1.9737476560343072,,,,,,,,,,,,,,,
182,1.9487232428652768,1.8299999999999093,1.9742674872736354,,,,,,,,,,,,,,,
183,1.9497395972454967,1.8399999999999082,1.974777025164768,,,,,,,,,,,,,,,
184,1.9507358065096072,1.849999999999907,1.975276473529656,,,,,,,,,,,,,,,
185,1.9517122699530811,1.859999999999906,1.9757660321543042,,,,,,,,,,,,,,,
186,1.952669378956974,1.8699999999999048,1.9762458968686905,,,,,,,,,,,,,,,
187,1.9536075171447929,1.8799999999999037,1.9767162596250984,,,,,,,,,,,,,,,
