,H = 0.001,Time(H = 0.001),H(Exact)0.001,H = 0.01,Time(H = 0.01),H(Exact)0.01,H = 0.25,Time(H = 0.25),H(Exact)0.25,H = 0.5,Time(H = 0.5),H(Exact)0.5,H = 0.75,Time(H = 0.75),H(Exact)0.75,H = 1,Time(H = 1),H(Exact)0.75,,,2,4.5,5.5,5.01,,4.99,5.1
592,1.155368994,5.93,0.999992932,,,,,,,,,,,,,,,,,,,,,,,,
593,1.152289432,5.94,0.999993072,,,,,,,,,,,,,,,,,,,,,,,,
594,1.14927091,5.95,0.99999321,,,,,,,,,,,,,,,,,,,,,,,,
595,1.146312218,5.96,0.999993344,,,,,,,,,,,,,,,,,,,,,,,,
596,1.14341217,5.97,0.999993476,,,,,,,,,,,,,,,,,,,,,,,,
597,1.140569603,5.98,0.999993605,,,,,,,,,,,,,,,,,,,,,,,,
598,1.137783379,5.99,0.999993732,,,,,,,,,,,,,,,,,,,,,,,,
599,1.135052381,6,0.999993856,,,,,,,,,,,,,,,,,,,,,,,,
600,1.132375513,6.01,0.999993977,,,,,,,,,,,,,,,,,,,,,,,,
601,1.129751704,6.02,0.999994097,,,,,,,,,,,,,,,,,,,,,,,,
602,1.127179901,6.03,0.999994214,,,,,,,,,,,,,,,,,,,,,,,,
603,1.124659074,6.04,0.999994328,,,,,,,,,,,,,,,,,,,,,,,,
604,1.122188212,6.05,0.99999444,,,,,,,,,,,,,,,,,,,,,,,,
605,1.119766325,6.06,0.999994551,,,,,,,,,,,,,,,,,,,,,,,,
606,1.117392441,6.07,0.999994658,,,,,,,,,,,,,,,,,,,,,,,,
607,1.115065611,6.08,0.999994764,,,,,,,,,,,,,,,,,,,,,,,,
608,1.1127849,6.09,0.999994868,,,,,,,,,,,,,,,,,,,,,,,,
609,1.110549396,6.1,0.99999497,,,,,,,,,,,,,,,,,,,,,,,,
610,1.108358201,6.11,0.999995069,,,,,,,,,,,,,,,,,,,,,,,,
611,1.106210438,6.12,0.999995167,,,,,,,,,,,,,,,,,,,,,,,,
612,1.104105245,6.13,0.999995262,,,,,,,,,,,,,,,,,,,,,,,,
613,1.10204178,6.14,0.999995356,,,,,,,,,,,,,,,,,,,,,,,,
614,1.100019214,6.15,0.999995448,,,,,,,,,,,,,,,,,,,,,,,,
615,1.098036738,6.16,0.999995538,,,,,,,,,,,,,,,,,,,,,,,,
616,1.096093556,6.17,0.999995627,,,,,,,,,,,,,,,,,,,,,,,,
617,1.094188889,6.18,0.999995713,,,,,,,,,,,,,,,,,,,,,,,,
618,1.092321976,6.19,0.999995798,,,,,,,,,,,,,,,,,,,,,,,,
619,1.090492066,6.2,0.999995881,,,,,,,,,,,,,,,,,,,,,,,,
620,1.088698426,6.21,0.999995963,,,,,,,,,,,,,,,,,,,,,,,,
621,1.086940339,6.22,0.999996043,,,,,,,,,,,,,,,,,,,,,,,,
622,1.085217098,6.23,0.999996121,,,,,,,,,,,,,,,,,,,,,,,,
623,1.083528014,6.24,0.999996198,,,,,,,,,,,,,,,,,,,,,,,,
624,1.081872408,6.25,0.999996273,,,,,,,,,,,,,,,,,,,,,,,,
625,1.080249619,6.26,0.999996347,,,,,,,,,,,,,,,,,,,,,,,,
626,1.078658995,6.27,0.999996419,,,,,,,,,,,,,,,,,,,,,,,,
627,1.077099898,6.28,0.99999649,,,,,,,,,,,,,,,,,,,,,,,,
628,1.075571705,6.29,0.99999656,,,,,,,,,,,,,,,,,,,,,,,,
629,1.074073801,6.3,0.999996628,,,,,,,,,,,,,,,,,,,,,,,,
630,1.072605587,6.31,0.999996695,,,,,,,,,,,,,,,,,,,,,,,,
631,1.071166475,6.32,0.99999676,,,,,,,,,,,,,,,,,,,,,,,,
632,1.069755888,6.33,0.999996824,,,,,,,,,,,,,,,,,,,,,,,,
633,1.068373259,6.34,0.999996887,,,,,,,,,,,,,,,,,,,,,,,,
634,1.067018036,6.35,0.999996949,,,,,,,,,,,,,,,,,,,,,,,,
635,1.065689674,6.36,0.999997009,,,,,,,,,,,,,,,,,,,,,,,,
636,1.064387642,6.37,0.999997069,,,,,,,,,,,,,,,,,,,,,,,,
637,1.063111417,6.38,0.999997127,,,,,,,,,,,,,,,,,,,,,,,,
638,1.061860489,6.39,0.999997183,,,,,,,,,,,,,,,,,,,,,,,,
639,1.060634355,6.4,0.999997239,,,,,,,,,,,,,,,,,,,,,,,,
640,1.059432524,6.41,0.999997294,,,,,,,,,,,,,,,,,,,,,,,,
641,1.058254514,6.42,0.999997347,,,,,,,,,,,,,,,,,,,,,,,,
642,1.057099854,6.43,0.9999974,,,,,,,,,,,,,,,,,,,,,,,,
643,1.05596808,6.44,0.999997451,,,,,,,,,,,,,,,,,,,,,,,,
644,1.054858739,6.45,0.999997502,,,,,,,,,,,,,,,,,,,,,,,,
645,1.053771387,6.46,0.999997551,,,,,,,,,,,,,,,,,,,,,,,,
646,1.052705586,6.47,0.9999976,,,,,,,,,,,,,,,,,,,,,,,,
647,1.051660911,6.48,0.999997647,,,,,,,,,,,,,,,,,,,,,,,,
648,1.050636943,6.49,0.999997694,,,,,,,,,,,,,,,,,,,,,,,,
649,1.04963327,6.5,0.99999774,,,,,,,,,,,,,,,,,,,,,,,,
650,1.048649491,6.51,0.999997784,,,,,,,,,,,,,,,,,,,,,,,,
651,1.047685212,6.52,0.999997828,,,,,,,,,,,,,,,,,,,,,,,,
652,1.046740045,6.53,0.999997871,,,,,,,,,,,,,,,,,,,,,,,,
653,1.045813613,6.54,0.999997913,,,,,,,,,,,,,,,,,,,,,,,,
654,1.044905543,6.55,0.999997955,,,,,,,,,,,,,,,,,,,,,,,,
655,1.044015472,6.56,0.999997995,,,,,,,,,,,,,,,,,,,,,,,,
656,1.043143043,6.57,0.999998035,,,,,,,,,,,,,,,,,,,,,,,,
657,1.042287907,6.58,0.999998074,,,,,,,,,,,,,,,,,,,,,,,,
658,1.04144972,6.59,0.999998112,,,,,,,,,,,,,,,,,,,,,,,,
659,1.040628147,6.6,0.999998149,,,,,,,,,,,,,,,,,,,,,,,,
660,1.039822858,6.61,0.999998186,,,,,,,,,,,,,,,,,,,,,,,,
661,1.039033531,6.62,0.999998222,,,,,,,,,,,,,,,,,,,,,,,,
662,1.038259849,6.63,0.999998257,,,,,,,,,,,,,,,,,,,,,,,,
663,1.037501503,6.64,0.999998292,,,,,,,,,,,,,,,,,,,,,,,,
664,1.036758187,6.65,0.999998326,,,,,,,,,,,,,,,,,,,,,,,,
665,1.036029604,6.66,0.999998359,,,,,,,,,,,,,,,,,,,,,,,,
666,1.035315463,6.67,0.999998391,,,,,,,,,,,,,,,,,,,,,,,,
667,1.034615477,6.68,0.999998423,,,,,,,,,,,,,,,,,,,,,,,,
668,1.033929365,6.69,0.999998454,,,,,,,,,,,,,,,,,,,,,,,,
669,1.033256853,6.7,0.999998485,,,,,,,,,,,,,,,,,,,,,,,,
670,1.03259767,6.71,0.999998515,,,,,,,,,,,,,,,,,,,,,,,,
671,1.031951553,6.72,0.999998544,,,,,,,,,,,,,,,,,,,,,,,,
672,1.031318243,6.73,0.999998573,,,,,,,,,,,,,,,,,,,,,,,,
673,1.030697485,6.74,0.999998601,,,,,,,,,,,,,,,,,,,,,,,,
674,1.030089032,6.75,0.999998629,,,,,,,,,,,,,,,,,,,,,,,,
675,1.029492638,6.76,0.999998656,,,,,,,,,,,,,,,,,,,,,,,,
676,1.028908066,6.77,0.999998683,,,,,,,,,,,,,,,,,,,,,,,,
677,1.02833508,6.78,0.999998709,,,,,,,,,,,,,,,,,,,,,,,,
678,1.027773452,6.79,0.999998734,,,,,,,,,,,,,,,,,,,,,,,,
679,1.027222956,6.8,0.99999876,,,,,,,,,,,,,,,,,,,,,,,,
680,1.026683371,6.81,0.999998784,,,,,,,,,,,,,,,,,,,,,,,,
681,1.026154481,6.82,0.999998808,,,,,,,,,,,,,,,,,,,,,,,,
682,1.025636074,6.83,0.999998832,,,,,,,,,,,,,,,,,,,,,,,,
683,1.025127942,6.84,0.999998855,,,,,,,,,,,,,,,,,,,,,,,,
684,1.024629882,6.85,0.999998878,,,,,,,,,,,,,,,,,,,,,,,,
685,1.024141695,6.86,0.9999989,,,,,,,,,,,,,,,,,,,,,,,,
686,1.023663183,6.87,0.999998922,,,,,,,,,,,,,,,,,,,,,,,,
687,1.023194156,6.88,0.999998943,,,,,,,,,,,,,,,,,,,,,,,,
688,1.022734426,6.89,0.999998964,,,,,,,,,,,,,,,,,,,,,,,,
689,1.022283808,6.9,0.999998984,,,,,,,,,,,,,,,,,,,,,,,,
690,1.021842121,6.91,0.999999004,,,,,,,,,,,,,,,,,,,,,,,,
691,1.02140919,6.92,0.999999024,,,,,,,,,,,,,,,,,,,,,,,,
692,1.020984839,6.93,0.999999044,,,,,,,,,,,,,,,,,,,,,,,,
693,1.020568899,6.94,0.999999062,,,,,,,,,,,,,,,,,,,,,,,,
694,1.020161204,6.95,0.999999081,,,,,,,,,,,,,,,,,,,,,,,,
695,1.01976159,6.96,0.999999099,,,,,,,,,,,,,,,,,,,,,,,,
696,1.019369896,6.97,0.999999117,,,,,,,,,,,,,,,,,,,,,,,,
697,1.018985966,6.98,0.999999135,,,,,,,,,,,,,,,,,,,,,,,,
698,1.018609646,6.99,0.999999152,,,,,,,,,,,,,,,,,,,,,,,,
699,1.018240785,7,0.999999168,,,,,,,,,,,,,,,,,,,,,,,,
700,1.017879236,7.01,0.999999185,,,,,,,,,,,,,,,,,,,,,,,,
701,1.017524852,7.02,0.999999201,,,,,,,,,,,,,,,,,,,,,,,,
702,1.017177493,7.03,0.999999217,,,,,,,,,,,,,,,,,,,,,,,,
703,1.016837018,7.04,0.999999232,,,,,,,,,,,,,,,,,,,,,,,,
704,1.016503292,7.05,0.999999248,,,,,,,,,,,,,,,,,,,,,,,,
705,1.016176181,7.06,0.999999263,,,,,,,,,,,,,,,,,,,,,,,,
706,1.015855554,7.07,0.999999277,,,,,,,,,,,,,,,,,,,,,,,,
707,1.015541282,7.08,0.999999291,,,,,,,,,,,,,,,,,,,,,,,,
708,1.015233239,7.09,0.999999305,,,,,,,,,,,,,,,,,,,,,,,,
709,1.014931301,7.1,0.999999319,,,,,,,,,,,,,,,,,,,,,,,,
710,1.014635349,7.11,0.999999333,,,,,,,,,,,,,,,,,,,,,,,,
711,1.014345262,7.12,0.999999346,,,,,,,,,,,,,,,,,,,,,,,,
712,1.014060925,7.13,0.999999359,,,,,,,,,,,,,,,,,,,,,,,,
713,1.013782224,7.14,0.999999372,,,,,,,,,,,,,,,,,,,,,,,,
714,1.013509047,7.15,0.999999384,,,,,,,,,,,,,,,,,,,,,,,,
715,1.013241285,7.16,0.999999396,,,,,,,,,,,,,,,,,,,,,,,,
716,1.01297883,7.17,0.999999408,,,,,,,,,,,,,,,,,,,,,,,,
717,1.012721577,7.18,0.99999942,,,,,,,,,,,,,,,,,,,,,,,,
718,1.012469424,7.19,0.999999431,,,,,,,,,,,,,,,,,,,,,,,,
719,1.012222268,7.2,0.999999443,,,,,,,,,,,,,,,,,,,,,,,,
720,1.011980011,7.21,0.999999454,,,,,,,,,,,,,,,,,,,,,,,,
721,1.011742555,7.22,0.999999464,,,,,,,,,,,,,,,,,,,,,,,,
722,1.011509807,7.23,0.999999475,,,,,,,,,,,,,,,,,,,,,,,,
723,1.011281671,7.24,0.999999485,,,,,,,,,,,,,,,,,,,,,,,,
724,1.011058058,7.25,0.999999496,,,,,,,,,,,,,,,,,,,,,,,,
725,1.010838876,7.26,0.999999506,,,,,,,,,,,,,,,,,,,,,,,,
726,1.01062404,7.27,0.999999515,,,,,,,,,,,,,,,,,,,,,,,,
727,1.010413461,7.28,0.999999525,,,,,,,,,,,,,,,,,,,,,,,,
728,1.010207056,7.29,0.999999534,,,,,,,,,,,,,,,,,,,,,,,,
729,1.010004743,7.3,0.999999544,,,,,,,,,,,,,,,,,,,,,,,,
730,1.009806439,7.31,0.999999553,,,,,,,,,,,,,,,,,,,,,,,,
731,1.009612066,7.32,0.999999562,,,,,,,,,,,,,,,,,,,,,,,,
732,1.009421546,7.33,0.99999957,,,,,,,,,,,,,,,,,,,,,,,,
733,1.009234802,7.34,0.999999579,,,,,,,,,,,,,,,,,,,,,,,,
734,1.009051759,7.35,0.999999587,,,,,,,,,,,,,,,,,,,,,,,,
735,1.008872344,7.36,0.999999595,,,,,,,,,,,,,,,,,,,,,,,,
736,1.008696486,7.37,0.999999603,,,,,,,,,,,,,,,,,,,,,,,,
737,1.008524113,7.38,0.999999611,,,,,,,,,,,,,,,,,,,,,,,,
738,1.008355157,7.39,0.999999619,,,,,,,,,,,,,,,,,,,,,,,,
739,1.00818955,7.4,0.999999626,,,,,,,,,,,,,,,,,,,,,,,,
740,1.008027225,7.41,0.999999634,,,,,,,,,,,,,,,,,,,,,,,,
741,1.007868118,7.42,0.999999641,,,,,,,,,,,,,,,,,,,,,,,,
742,1.007712165,7.43,0.999999648,,,,,,,,,,,,,,,,,,,,,,,,
743,1.007559302,7.44,0.999999655,,,,,,,,,,,,,,,,,,,,,,,,
744,1.007409469,7.45,0.999999662,,,,,,,,,,,,,,,,,,,,,,,,
745,1.007262607,7.46,0.999999669,,,,,,,,,,,,,,,,,,,,,,,,
746,1.007118655,7.47,0.999999675,,,,,,,,,,,,,,,,,,,,,,,,
747,1.006977556,7.48,0.999999682,,,,,,,,,,,,,,,,,,,,,,,,
748,1.006839254,7.49,0.999999688,,,,,,,,,,,,,,,,,,,,,,,,
749,1.006703694,7.5,0.999999694,,,,,,,,,,,,,,,,,,,,,,,,
750,1.00657082,7.51,0.9999997,,,,,,,,,,,,,,,,,,,,,,,,
751,1.00644058,7.52,0.999999706,,,,,,,,,,,,,,,,,,,,,,,,
752,1.006312922,7.53,0.999999712,,,,,,,,,,,,,,,,,,,,,,,,
753,1.006187794,7.54,0.999999718,,,,,,,,,,,,,,,,,,,,,,,,
754,1.006065146,7.55,0.999999723,,,,,,,,,,,,,,,,,,,,,,,,
755,1.005944929,7.56,0.999999729,,,,,,,,,,,,,,,,,,,,,,,,
756,1.005827095,7.57,0.999999734,,,,,,,,,,,,,,,,,,,,,,,,
757,1.005711596,7.58,0.999999739,,,,,,,,,,,,,,,,,,,,,,,,
758,1.005598387,7.59,0.999999744,,,,,,,,,,,,,,,,,,,,,,,,
759,1.005487421,7.6,0.99999975,,,,,,,,,,,,,,,,,,,,,,,,
760,1.005378655,7.61,0.999999755,,,,,,,,,,,,,,,,,,,,,,,,
761,1.005272045,7.62,0.999999759,,,,,,,,,,,,,,,,,,,,,,,,
762,1.005167548,7.63,0.999999764,,,,,,,,,,,,,,,,,,,,,,,,
763,1.005065123,7.64,0.999999769,,,,,,,,,,,,,,,,,,,,,,,,
764,1.004964727,7.65,0.999999773,,,,,,,,,,,,,,,,,,,,,,,,
765,1.004866321,7.66,0.999999778,,,,,,,,,,,,,,,,,,,,,,,,
766,1.004769866,7.67,0.999999782,,,,,,,,,,,,,,,,,,,,,,,,
767,1.004675323,7.68,0.999999787,,,,,,,,,,,,,,,,,,,,,,,,
768,1.004582653,7.69,0.999999791,,,,,,,,,,,,,,,,,,,,,,,,
769,1.004491821,7.7,0.999999795,,,,,,,,,,,,,,,,,,,,,,,,
770,1.004402789,7.71,0.999999799,,,,,,,,,,,,,,,,,,,,,,,,
771,1.004315521,7.72,0.999999803,,,,,,,,,,,,,,,,,,,,,,,,
772,1.004229983,7.73,0.999999807,,,,,,,,,,,,,,,,,,,,,,,,
773,1.004146141,7.74,0.999999811,,,,,,,,,,,,,,,,,,,,,,,,
774,1.004063961,7.75,0.999999814,,,,,,,,,,,,,,,,,,,,,,,,
775,1.003983409,7.76,0.999999818,,,,,,,,,,,,,,,,,,,,,,,,
776,1.003904454,7.77,0.999999822,,,,,,,,,,,,,,,,,,,,,,,,
777,1.003827064,7.78,0.999999825,,,,,,,,,,,,,,,,,,,,,,,,
778,1.003751208,7.79,0.999999829,,,,,,,,,,,,,,,,,,,,,,,,
779,1.003676855,7.8,0.999999832,,,,,,,,,,,,,,,,,,,,,,,,
780,1.003603977,7.81,0.999999835,,,,,,,,,,,,,,,,,,,,,,,,
781,1.003532542,7.82,0.999999839,,,,,,,,,,,,,,,,,,,,,,,,
782,1.003462524,7.83,0.999999842,,,,,,,,,,,,,,,,,,,,,,,,
783,1.003393894,7.84,0.999999845,,,,,,,,,,,,,,,,,,,,,,,,
784,1.003326623,7.85,0.999999848,,,,,,,,,,,,,,,,,,,,,,,,
785,1.003260686,7.86,0.999999851,,,,,,,,,,,,,,,,,,,,,,,,
786,1.003196057,7.87,0.999999854,,,,,,,,,,,,,,,,,,,,,,,,
787,1.003132708,7.88,0.999999857,,,,,,,,,,,,,,,,,,,,,,,,
788,1.003070614,7.89,0.99999986,,,,,,,,,,,,,,,,,,,,,,,,
789,1.003009752,7.9,0.999999863,,,,,,,,,,,,,,,,,,,,,,,,
790,1.002950096,7.91,0.999999865,,,,,,,,,,,,,,,,,,,,,,,,
791,1.002891622,7.92,0.999999868,,,,,,,,,,,,,,,,,,,,,,,,
792,1.002834307,7.93,0.999999871,,,,,,,,,,,,,,,,,,,,,,,,
793,1.002778129,7.94,0.999999873,,,,,,,,,,,,,,,,,,,,,,,,
794,1.002723063,7.95,0.999999876,,,,,,,,,,,,,,,,,,,,,,,,
795,1.00266909,7.96,0.999999878,,,,,,,,,,,,,,,,,,,,,,,,
796,1.002616186,7.97,0.999999881,,,,,,,,,,,,,,,,,,,,,,,,
797,1.00256433,7.98,0.999999883,,,,,,,,,,,,,,,,,,,,,,,,
798,1.002513503,7.99,0.999999885,,,,,,,,,,,,,,,,,,,,,,,,
799,1.002463683,8,0.999999887,,,,,,,,,,,,,,,,,,,,,,,,
800,1.00241485,8.01,0.99999989,,,,,,,,,,,,,,,,,,,,,,,,
801,1.002366986,8.02,0.999999892,,,,,,,,,,,,,,,,,,,,,,,,
802,1.00232007,8.03,0.999999894,,,,,,,,,,,,,,,,,,,,,,,,
803,1.002274084,8.04,0.999999896,,,,,,,,,,,,,,,,,,,,,,,,
804,1.002229009,8.05,0.999999898,,,,,,,,,,,,,,,,,,,,,,,,
805,1.002184828,8.06,0.9999999,,,,,,,,,,,,,,,,,,,,,,,,
806,1.002141523,8.07,0.999999902,,,,,,,,,,,,,,,,,,,,,,,,
807,1.002099076,8.08,0.999999904,,,,,,,,,,,,,,,,,,,,,,,,
808,1.00205747,8.09,0.999999906,,,,,,,,,,,,,,,,,,,,,,,,
809,1.002016689,8.1,0.999999908,,,,,,,,,,,,,,,,,,,,,,,,
810,1.001976716,8.11,0.99999991,,,,,,,,,,,,,,,,,,,,,,,,
811,1.001937536,8.12,0.999999911,,,,,,,,,,,,,,,,,,,,,,,,
812,1.001899132,8.13,0.999999913,,,,,,,,,,,,,,,,,,,,,,,,
813,1.00186149,8.14,0.999999915,,,,,,,,,,,,,,,,,,,,,,,,
814,1.001824593,8.15,0.999999917,,,,,,,,,,,,,,,,,,,,,,,,
815,1.001788428,8.16,0.999999918,,,,,,,,,,,,,,,,,,,,,,,,
816,1.00175298,8.17,0.99999992,,,,,,,,,,,,,,,,,,,,,,,,
817,1.001718234,8.18,0.999999921,,,,,,,,,,,,,,,,,,,,,,,,
818,1.001684177,8.19,0.999999923,,,,,,,,,,,,,,,,,,,,,,,,
819,1.001650795,8.2,0.999999925,,,,,,,,,,,,,,,,,,,,,,,,
820,1.001618074,8.21,0.999999926,,,,,,,,,,,,,,,,,,,,,,,,
821,1.001586003,8.22,0.999999928,,,,,,,,,,,,,,,,,,,,,,,,
822,1.001554567,8.23,0.999999929,,,,,,,,,,,,,,,,,,,,,,,,
823,1.001523754,8.24,0.99999993,,,,,,,,,,,,,,,,,,,,,,,,
824,1.001493551,8.25,0.999999932,,,,,,,,,,,,,,,,,,,,,,,,
825,1.001463948,8.26,0.999999933,,,,,,,,,,,,,,,,,,,,,,,,
826,1.001434931,8.27,0.999999934,,,,,,,,,,,,,,,,,,,,,,,,
827,1.001406489,8.28,0.999999936,,,,,,,,,,,,,,,,,,,,,,,,
828,1.001378611,8.29,0.999999937,,,,,,,,,,,,,,,,,,,,,,,,
829,1.001351286,8.3,0.999999938,,,,,,,,,,,,,,,,,,,,,,,,
830,1.001324502,8.31,0.999999939,,,,,,,,,,,,,,,,,,,,,,,,
831,1.001298249,8.32,0.999999941,,,,,,,,,,,,,,,,,,,,,,,,
832,1.001272517,8.33,0.999999942,,,,,,,,,,,,,,,,,,,,,,,,
833,1.001247294,8.34,0.999999943,,,,,,,,,,,,,,,,,,,,,,,,
834,1.001222572,8.35,0.999999944,,,,,,,,,,,,,,,,,,,,,,,,
835,1.001198339,8.36,0.999999945,,,,,,,,,,,,,,,,,,,,,,,,
836,1.001174587,8.37,0.999999946,,,,,,,,,,,,,,,,,,,,,,,,
837,1.001151305,8.38,0.999999947,,,,,,,,,,,,,,,,,,,,,,,,
838,1.001128485,8.39,0.999999948,,,,,,,,,,,,,,,,,,,,,,,,
839,1.001106118,8.4,0.999999949,,,,,,,,,,,,,,,,,,,,,,,,
840,1.001084193,8.41,0.99999995,,,,,,,,,,,,,,,,,,,,,,,,
841,1.001062704,8.42,0.999999951,,,,,,,,,,,,,,,,,,,,,,,,
842,1.00104164,8.43,0.999999952,,,,,,,,,,,,,,,,,,,,,,,,
843,1.001020994,8.44,0.999999953,,,,,,,,,,,,,,,,,,,,,,,,
844,1.001000756,8.45,0.999999954,,,,,,,,,,,,,,,,,,,,,,,,
845,1.000980921,8.46,0.999999955,,,,,,,,,,,,,,,,,,,,,,,,
846,1.000961478,8.47,0.999999956,,,,,,,,,,,,,,,,,,,,,,,,
847,1.00094242,8.48,0.999999957,,,,,,,,,,,,,,,,,,,,,,,,
848,1.000923741,8.49,0.999999958,,,,,,,,,,,,,,,,,,,,,,,,
849,1.000905431,8.5,0.999999959,,,,,,,,,,,,,,,,,,,,,,,,
850,1.000887485,8.51,0.999999959,,,,,,,,,,,,,,,,,,,,,,,,
851,1.000869894,8.52,0.99999996,,,,,,,,,,,,,,,,,,,,,,,,
852,1.000852652,8.53,0.999999961,,,,,,,,,,,,,,,,,,,,,,,,
853,1.000835751,8.54,0.999999962,,,,,,,,,,,,,,,,,,,,,,,,
854,1.000819186,8.55,0.999999963,,,,,,,,,,,,,,,,,,,,,,,,
855,1.000802949,8.56,0.999999963,,,,,,,,,,,,,,,,,,,,,,,,
856,1.000787034,8.57,0.999999964,,,,,,,,,,,,,,,,,,,,,,,,
857,1.000771434,8.58,0.999999965,,,,,,,,,,,,,,,,,,,,,,,,
858,1.000756143,8.59,0.999999965,,,,,,,,,,,,,,,,,,,,,,,,
859,1.000741156,8.6,0.999999966,,,,,,,,,,,,,,,,,,,,,,,,
860,1.000726466,8.61,0.999999967,,,,,,,,,,,,,,,,,,,,,,,,
861,1.000712066,8.62,0.999999967,,,,,,,,,,,,,,,,,,,,,,,,
862,1.000697952,8.63,0.999999968,,,,,,,,,,,,,,,,,,,,,,,,
863,1.000684118,8.64,0.999999969,,,,,,,,,,,,,,,,,,,,,,,,
864,1.000670558,8.65,0.999999969,,,,,,,,,,,,,,,,,,,,,,,,
865,1.000657267,8.66,0.99999997,,,,,,,,,,,,,,,,,,,,,,,,
866,1.00064424,8.67,0.999999971,,,,,,,,,,,,,,,,,,,,,,,,
867,1.00063147,8.68,0.999999971,,,,,,,,,,,,,,,,,,,,,,,,
868,1.000618954,8.69,0.999999972,,,,,,,,,,,,,,,,,,,,,,,,
869,1.000606686,8.7,0.999999972,,,,,,,,,,,,,,,,,,,,,,,,
870,1.000594661,8.71,0.999999973,,,,,,,,,,,,,,,,,,,,,,,,
871,1.000582874,8.72,0.999999973,,,,,,,,,,,,,,,,,,,,,,,,
872,1.000571321,8.73,0.999999974,,,,,,,,,,,,,,,,,,,,,,,,
873,1.000559997,8.74,0.999999974,,,,,,,,,,,,,,,,,,,,,,,,
874,1.000548897,8.75,0.999999975,,,,,,,,,,,,,,,,,,,,,,,,
875,1.000538017,8.76,0.999999975,,,,,,,,,,,,,,,,,,,,,,,,
876,1.000527353,8.77,0.999999976,,,,,,,,,,,,,,,,,,,,,,,,
877,1.000516901,8.78,0.999999976,,,,,,,,,,,,,,,,,,,,,,,,
878,1.000506655,8.79,0.999999977,,,,,,,,,,,,,,,,,,,,,,,,
879,1.000496613,8.8,0.999999977,,,,,,,,,,,,,,,,,,,,,,,,
880,1.000486769,8.81,0.999999978,,,,,,,,,,,,,,,,,,,,,,,,
881,1.000477121,8.82,0.999999978,,,,,,,,,,,,,,,,,,,,,,,,
882,1.000467664,8.83,0.999999979,,,,,,,,,,,,,,,,,,,,,,,,
883,1.000458395,8.84,0.999999979,,,,,,,,,,,,,,,,,,,,,,,,
884,1.000449309,8.85,0.999999979,,,,,,,,,,,,,,,,,,,,,,,,
885,1.000440403,8.86,0.99999998,,,,,,,,,,,,,,,,,,,,,,,,
886,1.000431674,8.87,0.99999998,,,,,,,,,,,,,,,,,,,,,,,,
887,1.000423118,8.88,0.999999981,,,,,,,,,,,,,,,,,,,,,,,,
888,1.000414731,8.89,0.999999981,,,,,,,,,,,,,,,,,,,,,,,,
889,1.000406511,8.9,0.999999981,,,,,,,,,,,,,,,,,,,,,,,,
890,1.000398453,8.91,0.999999982,,,,,,,,,,,,,,,,,,,,,,,,
891,1.000390556,8.92,0.999999982,,,,,,,,,,,,,,,,,,,,,,,,
892,1.000382814,8.93,0.999999982,,,,,,,,,,,,,,,,,,,,,,,,
893,1.000375227,8.94,0.999999983,,,,,,,,,,,,,,,,,,,,,,,,
894,1.000367789,8.95,0.999999983,,,,,,,,,,,,,,,,,,,,,,,,
895,1.000360499,8.96,0.999999984,,,,,,,,,,,,,,,,,,,,,,,,
896,1.000353354,8.97,0.999999984,,,,,,,,,,,,,,,,,,,,,,,,
897,1.00034635,8.98,0.999999984,,,,,,,,,,,,,,,,,,,,,,,,
898,1.000339485,8.99,0.999999984,,,,,,,,,,,,,,,,,,,,,,,,
899,1.000332756,9,0.999999985,,,,,,,,,,,,,,,,,,,,,,,,
900,1.000326161,9.01,0.999999985,,,,,,,,,,,,,,,,,,,,,,,,
901,1.000319696,9.02,0.999999985,,,,,,,,,,,,,,,,,,,,,,,,
902,1.000313359,9.03,0.999999986,,,,,,,,,,,,,,,,,,,,,,,,
903,1.000307148,9.04,0.999999986,,,,,,,,,,,,,,,,,,,,,,,,
904,1.00030106,9.05,0.999999986,,,,,,,,,,,,,,,,,,,,,,,,
905,1.000295093,9.06,0.999999986,,,,,,,,,,,,,,,,,,,,,,,,
906,1.000289244,9.07,0.999999987,,,,,,,,,,,,,,,,,,,,,,,,
907,1.000283511,9.08,0.999999987,,,,,,,,,,,,,,,,,,,,,,,,
908,1.000277891,9.09,0.999999987,,,,,,,,,,,,,,,,,,,,,,,,
909,1.000272383,9.1,0.999999988,,,,,,,,,,,,,,,,,,,,,,,,
910,1.000266984,9.11,0.999999988,,,,,,,,,,,,,,,,,,,,,,,,
911,1.000261692,9.12,0.999999988,,,,,,,,,,,,,,,,,,,,,,,,
912,1.000256505,9.13,0.999999988,,,,,,,,,,,,,,,,,,,,,,,,
913,1.000251421,9.14,0.999999988,,,,,,,,,,,,,,,,,,,,,,,,
914,1.000246438,9.15,0.999999989,,,,,,,,,,,,,,,,,,,,,,,,
915,1.000241553,9.16,0.999999989,,,,,,,,,,,,,,,,,,,,,,,,
916,1.000236765,9.17,0.999999989,,,,,,,,,,,,,,,,,,,,,,,,
917,1.000232072,9.18,0.999999989,,,,,,,,,,,,,,,,,,,,,,,,
918,1.000227473,9.19,0.99999999,,,,,,,,,,,,,,,,,,,,,,,,
919,1.000222964,9.2,0.99999999,,,,,,,,,,,,,,,,,,,,,,,,
920,1.000218544,9.21,0.99999999,,,,,,,,,,,,,,,,,,,,,,,,
