,H = 0.001,Time(H = 0.001),H(Exact)0.001,H = 0.01,Time(H = 0.01),H(Exact)0.01,H = 0.25,Time(H = 0.25),H(Exact)0.25,H = 0.5,Time(H = 0.5),H(Exact)0.5,H = 0.75,Time(H = 0.75),H(Exact)0.75,H = 1,Time(H = 1),H(Exact)0.75,,,2,4.5,5.5,5.01,,4.99,5.1
921,1.000214213,9.22,0.99999999,,,,,,,,,,,,,,,,,,,,,,,,
922,1.000209967,9.23,0.99999999,,,,,,,,,,,,,,,,,,,,,,,,
923,1.000205805,9.24,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
924,1.000201726,9.25,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
925,1.000197727,9.26,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
926,1.000193808,9.27,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
927,1.000189967,9.28,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
928,1.000186201,9.29,0.999999991,,,,,,,,,,,,,,,,,,,,,,,,
929,1.000182511,9.3,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
930,1.000178893,9.31,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
931,1.000175347,9.32,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
932,1.000171872,9.33,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
933,1.000168465,9.34,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
934,1.000165126,9.35,0.999999992,,,,,,,,,,,,,,,,,,,,,,,,
935,1.000161853,9.36,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
936,1.000158645,9.37,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
937,1.000155501,9.38,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
938,1.000152418,9.39,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
939,1.000149397,9.4,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
940,1.000146436,9.41,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
941,1.000143534,9.42,0.999999993,,,,,,,,,,,,,,,,,,,,,,,,
942,1.000140689,9.43,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
943,1.0001379,9.44,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
944,1.000135167,9.45,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
945,1.000132488,9.46,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
946,1.000129862,9.47,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
947,1.000127288,9.48,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
948,1.000124765,9.49,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
949,1.000122292,9.5,0.999999994,,,,,,,,,,,,,,,,,,,,,,,,
950,1.000119868,9.51,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
951,1.000117492,9.52,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
952,1.000115163,9.53,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
953,1.00011288,9.54,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
954,1.000110643,9.55,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
955,1.00010845,9.56,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
956,1.0001063,9.57,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
957,1.000104193,9.58,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
958,1.000102128,9.59,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
959,1.000100104,9.6,0.999999995,,,,,,,,,,,,,,,,,,,,,,,,
960,1.00009812,9.61,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
961,1.000096175,9.62,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
962,1.000094269,9.63,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
963,1.0000924,9.64,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
964,1.000090569,9.65,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
965,1.000088774,9.66,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
966,1.000087014,9.67,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
967,1.000085289,9.68,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
968,1.000083599,9.69,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
969,1.000081942,9.7,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
970,1.000080318,9.71,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
971,1.000078726,9.72,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
972,1.000077165,9.73,0.999999996,,,,,,,,,,,,,,,,,,,,,,,,
973,1.000075636,9.74,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
974,1.000074136,9.75,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
975,1.000072667,9.76,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
976,1.000071227,9.77,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
977,1.000069815,9.78,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
978,1.000068431,9.79,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
979,1.000067075,9.8,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
980,1.000065745,9.81,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
981,1.000064442,9.82,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
982,1.000063165,9.83,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
983,1.000061913,9.84,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
984,1.000060686,9.85,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
985,1.000059483,9.86,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
986,1.000058304,9.87,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
987,1.000057148,9.88,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
988,1.000056015,9.89,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
989,1.000054905,9.9,0.999999997,,,,,,,,,,,,,,,,,,,,,,,,
990,1.000053817,9.91,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
991,1.00005275,9.92,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
992,1.000051705,9.93,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
993,1.00005068,9.94,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
994,1.000049675,9.95,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
995,1.000048691,9.96,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
996,1.000047726,9.97,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
997,1.00004678,9.98,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
998,1.000045852,9.99,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
999,1.000044944,10,0.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1000,1.035757393,10.01,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1001,1.07469056,10.02,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1002,1.112852035,10.03,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1003,1.150257113,10.04,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1004,1.186920787,10.05,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1005,1.222857751,10.06,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1006,1.258082411,10.07,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1007,1.292608884,10.08,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1008,1.326451009,10.09,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1009,1.359622351,10.1,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1010,1.392136205,10.11,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1011,1.424005604,10.12,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1012,1.45524332,10.13,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1013,1.485861876,10.14,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1014,1.515873542,10.15,2.999999998,,,,,,,,,,,,,,,,,,,,,,,,
1015,1.545290348,10.16,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1016,1.574124085,10.17,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1017,1.60238631,10.18,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1018,1.63008835,10.19,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1019,1.657241309,10.2,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1020,1.683856071,10.21,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1021,1.709943303,10.22,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1022,1.735513461,10.23,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1023,1.760576794,10.24,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1024,1.785143347,10.25,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1025,1.809222968,10.26,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1026,1.832825308,10.27,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1027,1.855959827,10.28,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1028,1.878635798,10.29,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1029,1.900862309,10.3,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1030,1.92264827,10.31,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1031,1.944002412,10.32,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1032,1.964933294,10.33,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1033,1.985449306,10.34,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1034,2.005558672,10.35,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1035,2.02526945,10.36,2.999999999,,,,,,,,,Column1,Column2,Column3,Column4,,,,,,,,,,,,
1036,2.044589542,10.37,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1037,2.063526691,10.38,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1038,2.082088488,10.39,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1039,2.100282373,10.4,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1040,2.118115637,10.41,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1041,2.135595428,10.42,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1042,2.152728754,10.43,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1043,2.169522481,10.44,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1044,2.185983339,10.45,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1045,2.202117928,10.46,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1046,2.217932714,10.47,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1047,2.233434036,10.48,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1048,2.248628107,10.49,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1049,2.263521017,10.5,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1050,2.278118735,10.51,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1051,2.292427112,10.52,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1052,2.306451883,10.53,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1053,2.320198671,10.54,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1054,2.333672983,10.55,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1055,2.346880222,10.56,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1056,2.359825681,10.57,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1057,2.372514548,10.58,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1058,2.38495191,10.59,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1059,2.397142752,10.6,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1060,2.409091959,10.61,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1061,2.420804322,10.62,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1062,2.432284534,10.63,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1063,2.443537198,10.64,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1064,2.454566823,10.65,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1065,2.46537783,10.66,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1066,2.475974553,10.67,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1067,2.486361239,10.68,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1068,2.49654205,10.69,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1069,2.506521069,10.7,2.999999999,,,,,,,,,,,,,,,,,,,,,,,,
1070,2.516302293,10.71,3,,,,,,,,,,,,,,,,,,,,,,,,
1071,2.525889644,10.72,3,,,,,,,,,,,,,,,,,,,,,,,,
1072,2.535286965,10.73,3,,,,,,,,,,,,,,,,,,,,,,,,
1073,2.544498022,10.74,3,,,,,,,,,,,,,,,,,,,,,,,,
1074,2.553526507,10.75,3,,,,,,,,,,,,,,,,,,,,,,,,
1075,2.562376039,10.76,3,,,,,,,,,,,,,,,,,,,,,,,,
1076,2.571050164,10.77,3,,,,,,,,,,,,,,,,,,,,,,,,
1077,2.579552361,10.78,3,,,,,,,,,,,,,,,,,,,,,,,,
1078,2.587886035,10.79,3,,,,,,,,,,,,,,,,,,,,,,,,
1079,2.596054528,10.8,3,,,,,,,,,,,,,,,,,,,,,,,,
1080,2.604061114,10.81,3,,,,,,,,,,,,,,,,,,,,,,,,
1081,2.611909001,10.82,3,,,,,,,,,,,,,,,,,,,,,,,,
1082,2.619601336,10.83,3,,,,,,,,,,,,,,,,,,,,,,,,
1083,2.627141201,10.84,3,,,,,,,,,,,,,,,,,,,,,,,,
1084,2.63453162,10.85,3,,,,,,,,,,,,,,,,,,,,,,,,
1085,2.641775552,10.86,3,,,,,,,,,,,,,,,,,,,,,,,,
1086,2.648875904,10.87,3,,,,,,,,,,,,,,,,,,,,,,,,
1087,2.655835519,10.88,3,,,,,,,,,,,,,,,,,,,,,,,,
1088,2.662657188,10.89,3,,,,,,,,,,,,,,,,,,,,,,,,
1089,2.669343646,10.9,3,,,,,,,,,,,,,,,,,,,,,,,,
1090,2.675897571,10.91,3,,,,,,,,,,,,,,,,,,,,,,,,
1091,2.682321591,10.92,3,,,,,,,,,,,,,,,,,,,,,,,,
1092,2.688618281,10.93,3,,,,,,,,,,,,,,,,,,,,,,,,
1093,2.694790165,10.94,3,,,,,,,,,,,,,,,,,,,,,,,,
1094,2.700839716,10.95,3,,,,,,,,,,,,,,,,,,,,,,,,
1095,2.706769359,10.96,3,,,,,,,,,,,,,,,,,,,,,,,,
1096,2.71258147,10.97,3,,,,,,,,,,,,,,,,,,,,,,,,
1097,2.718278381,10.98,3,,,,,,,,,,,,,,,,,,,,,,,,
1098,2.723862373,10.99,3,,,,,,,,,,,,,,,,,,,,,,,,
1099,2.729335685,11,3,,,,,,,,,,,,,,,,,,,,,,,,
1100,2.73470051,11.01,3,,,,,,,,,,,,,,,,,,,,,,,,
1101,2.739959,11.02,3,,,,,,,,,,,,,,,,,,,,,,,,
1102,2.745113261,11.03,3,,,,,,,,,,,,,,,,,,,,,,,,
1103,2.75016536,11.04,3,,,,,,,,,,,,,,,,,,,,,,,,
1104,2.755117322,11.05,3,,,,,,,,,,,,,,,,,,,,,,,,
1105,2.759971131,11.06,3,,,,,,,,,,,,,,,,,,,,,,,,
1106,2.764728733,11.07,3,,,,,,,,,,,,,,,,,,,,,,,,
1107,2.769392034,11.08,3,,,,,,,,,,,,,,,,,,,,,,,,
1108,2.773962905,11.09,3,,,,,,,,,,,,,,,,,,,,,,,,
1109,2.778443176,11.1,3,,,,,,,,,,,,,,,,,,,,,,,,
1110,2.782834644,11.11,3,,,,,,,,,,,,,,,,,,,,,,,,
1111,2.78713907,11.12,3,,,,,,,,,,,,,,,,,,,,,,,,
1112,2.791358177,11.13,3,,,,,,,,,,,,,,,,,,,,,,,,
1113,2.795493657,11.14,3,,,,,,,,,,,,,,,,,,,,,,,,
1114,2.799547169,11.15,3,,,,,,,,,,,,,,,,,,,,,,,,
1115,2.803520336,11.16,3,,,,,,,,,,,,,,,,,,,,,,,,
1116,2.80741475,11.17,3,,,,,,,,,,,,,,,,,,,,,,,,
1117,2.811231974,11.18,3,,,,,,,,,,,,,,,,,,,,,,,,
1118,2.814973537,11.19,3,,,,,,,,,,,,,,,,,,,,,,,,
1119,2.818640939,11.2,3,,,,,,,,,,,,,,,,,,,,,,,,
1120,2.822235649,11.21,3,,,,,,,,,,,,,,,,,,,,,,,,
1121,2.825759108,11.22,3,,,,,,,,,,,,,,,,,,,,,,,,
1122,2.829212729,11.23,3,,,,,,,,,,,,,,,,,,,,,,,,
1123,2.832597897,11.24,3,,,,,,,,,,,,,,,,,,,,,,,,
1124,2.835915966,11.25,3,,,,,,,,,,,,,,,,,,,,,,,,
1125,2.839168269,11.26,3,,,,,,,,,,,,,,,,,,,,,,,,
1126,2.842356108,11.27,3,,,,,,,,,,,,,,,,,,,,,,,,
1127,2.84548076,11.28,3,,,,,,,,,,,,,,,,,,,,,,,,
1128,2.84854348,11.29,3,,,,,,,,,,,,,,,,,,,,,,,,
1129,2.851545493,11.3,3,,,,,,,,,,,,,,,,,,,,,,,,
1130,2.854488003,11.31,3,,,,,,,,,,,,,,,,,,,,,,,,
1131,2.85737219,11.32,3,,,,,,,,,,,,,,,,,,,,,,,,
1132,2.86019921,11.33,3,,,,,,,,,,,,,,,,,,,,,,,,
1133,2.862970195,11.34,3,,,,,,,,,,,,,,,,,,,,,,,,
1134,2.865686257,11.35,3,,,,,,,,,,,,,,,,,,,,,,,,
1135,2.868348484,11.36,3,,,,,,,,,,,,,,,,,,,,,,,,
1136,2.870957943,11.37,3,,,,,,,,,,,,,,,,,,,,,,,,
1137,2.87351568,11.38,3,,,,,,,,,,,,,,,,,,,,,,,,
1138,2.87602272,11.39,3,,,,,,,,,,,,,,,,,,,,,,,,
1139,2.878480068,11.4,3,,,,,,,,,,,,,,,,,,,,,,,,
1140,2.88088871,11.41,3,,,,,,,,,,,,,,,,,,,,,,,,
1141,2.883249609,11.42,3,,,,,,,,,,,,,,,,,,,,,,,,
1142,2.885563714,11.43,3,,,,,,,,,,,,,,,,,,,,,,,,
1143,2.88783195,11.44,3,,,,,,,,,,,,,,,,,,,,,,,,
1144,2.890055228,11.45,3,,,,,,,,,,,,,,,,,,,,,,,,
1145,2.892234439,11.46,3,,,,,,,,,,,,,,,,,,,,,,,,
1146,2.894370456,11.47,3,,,,,,,,,,,,,,,,,,,,,,,,
1147,2.896464134,11.48,3,,,,,,,,,,,,,,,,,,,,,,,,
1148,2.898516314,11.49,3,,,,,,,,,,,,,,,,,,,,,,,,
1149,2.900527818,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,
1150,2.902499452,11.51,3,,,,,,,,,,,,,,,,,,,,,,,,
1151,2.904432006,11.52,3,,,,,,,,,,,,,,,,,,,,,,,,
1152,2.906326255,11.53,3,,,,,,,,,,,,,,,,,,,,,,,,
1153,2.908182958,11.54,3,,,,,,,,,,,,,,,,,,,,,,,,
1154,2.91000286,11.55,3,,,,,,,,,,,,,,,,,,,,,,,,
1155,2.911786689,11.56,3,,,,,,,,,,,,,,,,,,,,,,,,
1156,2.913535161,11.57,3,,,,,,,,,,,,,,,,,,,,,,,,
1157,2.915248977,11.58,3,,,,,,,,,,,,,,,,,,,,,,,,
1158,2.916928823,11.59,3,,,,,,,,,,,,,,,,,,,,,,,,
1159,2.918575374,11.6,3,,,,,,,,,,,,,,,,,,,,,,,,
1160,2.920189288,11.61,3,,,,,,,,,,,,,,,,,,,,,,,,
1161,2.921771212,11.62,3,,,,,,,,,,,,,,,,,,,,,,,,
1162,2.923321782,11.63,3,,,,,,,,,,,,,,,,,,,,,,,,
1163,2.924841617,11.64,3,,,,,,,,,,,,,,,,,,,,,,,,
1164,2.926331328,11.65,3,,,,,,,,,,,,,,,,,,,,,,,,
1165,2.927791512,11.66,3,,,,,,,,,,,,,,,,,,,,,,,,
1166,2.929222753,11.67,3,,,,,,,,,,,,,,,,,,,,,,,,
1167,2.930625626,11.68,3,,,,,,,,,,,,,,,,,,,,,,,,
1168,2.932000692,11.69,3,,,,,,,,,,,,,,,,,,,,,,,,
1169,2.933348504,11.7,3,,,,,,,,,,,,,,,,,,,,,,,,
1170,2.9346696,11.71,3,,,,,,,,,,,,,,,,,,,,,,,,
1171,2.935964511,11.72,3,,,,,,,,,,,,,,,,,,,,,,,,
1172,2.937233756,11.73,3,,,,,,,,,,,,,,,,,,,,,,,,
1173,2.938477843,11.74,3,,,,,,,,,,,,,,,,,,,,,,,,
1174,2.939697271,11.75,3,,,,,,,,,,,,,,,,,,,,,,,,
1175,2.940892529,11.76,3,,,,,,,,,,,,,,,,,,,,,,,,
1176,2.942064095,11.77,3,,,,,,,,,,,,,,,,,,,,,,,,
1177,2.94321244,11.78,3,,,,,,,,,,,,,,,,,,,,,,,,
1178,2.944338024,11.79,3,,,,,,,,,,,,,,,,,,,,,,,,
1179,2.945441298,11.8,3,,,,,,,,,,,,,,,,,,,,,,,,
1180,2.946522703,11.81,3,,,,,,,,,,,,,,,,,,,,,,,,
1181,2.947582675,11.82,3,,,,,,,,,,,,,,,,,,,,,,,,
1182,2.948621636,11.83,3,,,,,,,,,,,,,,,,,,,,,,,,
1183,2.949640004,11.84,3,,,,,,,,,,,,,,,,,,,,,,,,
1184,2.950638188,11.85,3,,,,,,,,,,,,,,,,,,,,,,,,
1185,2.951616586,11.86,3,,,,,,,,,,,,,,,,,,,,,,,,
1186,2.952575592,11.87,3,,,,,,,,,,,,,,,,,,,,,,,,
1187,2.953515589,11.88,3,,,,,,,,,,,,,,,,,,,,,,,,
1188,2.954436954,11.89,3,,,,,,,,,,,,,,,,,,,,,,,,
1189,2.955340057,11.9,3,,,,,,,,,,,,,,,,,,,,,,,,
1190,2.95622526,11.91,3,,,,,,,,,,,,,,,,,,,,,,,,
1191,2.957092917,11.92,3,,,,,,,,,,,,,,,,,,,,,,,,
1192,2.957943377,11.93,3,,,,,,,,,,,,,,,,,,,,,,,,
1193,2.958776979,11.94,3,,,,,,,,,,,,,,,,,,,,,,,,
1194,2.959594059,11.95,3,,,,,,,,,,,,,,,,,,,,,,,,
1195,2.960394943,11.96,3,,,,,,,,,,,,,,,,,,,,,,,,
1196,2.961179954,11.97,3,,,,,,,,,,,,,,,,,,,,,,,,
1197,2.961949404,11.98,3,,,,,,,,,,,,,,,,,,,,,,,,
1198,2.962703603,11.99,3,,,,,,,,,,,,,,,,,,,,,,,,
1199,2.963442853,12,3,,,,,,,,,,,,,,,,,,,,,,,,
1200,2.964167451,12.01,3,,,,,,,,,,,,,,,,,,,,,,,,
1201,2.964877687,12.02,3,,,,,,,,,,,,,,,,,,,,,,,,
1202,2.965573844,12.03,3,,,,,,,,,,,,,,,,,,,,,,,,
1203,2.966256204,12.04,3,,,,,,,,,,,,,,,,,,,,,,,,
1204,2.966925038,12.05,3,,,,,,,,,,,,,,,,,,,,,,,,
1205,2.967580615,12.06,3,,,,,,,,,,,,,,,,,,,,,,,,
1206,2.968223199,12.07,3,,,,,,,,,,,,,,,,,,,,,,,,
1207,2.968853045,12.08,3,,,,,,,,,,,,,,,,,,,,,,,,
1208,2.969470408,12.09,3,,,,,,,,,,,,,,,,,,,,,,,,
1209,2.970075533,12.1,3,,,,,,,,,,,,,,,,,,,,,,,,
1210,2.970668665,12.11,3,,,,,,,,,,,,,,,,,,,,,,,,
1211,2.97125004,12.12,3,,,,,,,,,,,,,,,,,,,,,,,,
1212,2.971819892,12.13,3,,,,,,,,,,,,,,,,,,,,,,,,
1213,2.972378448,12.14,3,,,,,,,,,,,,,,,,,,,,,,,,
1214,2.972925934,12.15,3,,,,,,,,,,,,,,,,,,,,,,,,
1215,2.973462568,12.16,3,,,,,,,,,,,,,,,,,,,,,,,,
1216,2.973988565,12.17,3,,,,,,,,,,,,,,,,,,,,,,,,
1217,2.974504137,12.18,3,,,,,,,,,,,,,,,,,,,,,,,,
1218,2.975009489,12.19,3,,,,,,,,,,,,,,,,,,,,,,,,
1219,2.975504825,12.2,3,,,,,,,,,,,,,,,,,,,,,,,,
1220,2.975990343,12.21,3,,,,,,,,,,,,,,,,,,,,,,,,
1221,2.976466237,12.22,3,,,,,,,,,,,,,,,,,,,,,,,,
1222,2.976932699,12.23,3,,,,,,,,,,,,,,,,,,,,,,,,
1223,2.977389915,12.24,3,,,,,,,,,,,,,,,,,,,,,,,,
1224,2.977838068,12.25,3,,,,,,,,,,,,,,,,,,,,,,,,
1225,2.978277339,12.26,3,,,,,,,,,,,,,,,,,,,,,,,,
1226,2.978707903,12.27,3,,,,,,,,,,,,,,,,,,,,,,,,
1227,2.979129933,12.28,3,,,,,,,,,,,,,,,,,,,,,,,,
1228,2.979543597,12.29,3,,,,,,,,,,,,,,,,,,,,,,,,
1229,2.979949063,12.3,3,,,,,,,,,,,,,,,,,,,,,,,,
1230,2.980346492,12.31,3,,,,,,,,,,,,,,,,,,,,,,,,
1231,2.980736043,12.32,3,,,,,,,,,,,,,,,,,,,,,,,,
1232,2.981117873,12.33,3,,,,,,,,,,,,,,,,,,,,,,,,
1233,2.981492135,12.34,3,,,,,,,,,,,,,,,,,,,,,,,,
1234,2.981858978,12.35,3,,,,,,,,,,,,,,,,,,,,,,,,
1235,2.982218551,12.36,3,,,,,,,,,,,,,,,,,,,,,,,,
1236,2.982570996,12.37,3,,,,,,,,,,,,,,,,,,,,,,,,
1237,2.982916456,12.38,3,,,,,,,,,,,,,,,,,,,,,,,,
1238,2.983255068,12.39,3,,,,,,,,,,,,,,,,,,,,,,,,
1239,2.983586968,12.4,3,,,,,,,,,,,,,,,,,,,,,,,,
1240,2.98391229,12.41,3,,,,,,,,,,,,,,,,,,,,,,,,
1241,2.984231164,12.42,3,,,,,,,,,,,,,,,,,,,,,,,,
1242,2.984543718,12.43,3,,,,,,,,,,,,,,,,,,,,,,,,
1243,2.984850076,12.44,3,,,,,,,,,,,,,,,,,,,,,,,,
1244,2.985150362,12.45,3,,,,,,,,,,,,,,,,,,,,,,,,
1245,2.985444696,12.46,3,,,,,,,,,,,,,,,,,,,,,,,,
1246,2.985733196,12.47,3,,,,,,,,,,,,,,,,,,,,,,,,
1247,2.986015978,12.48,3,,,,,,,,,,,,,,,,,,,,,,,,
1248,2.986293154,12.49,3,,,,,,,,,,,,,,,,,,,,,,,,
1249,2.986564837,12.5,3,,,,,,,,,,,,,,,,,,,,,,,,
1250,2.986831135,12.51,3,,,,,,,,,,,,,,,,,,,,,,,,
1251,2.987092154,12.52,3,,,,,,,,,,,,,,,,,,,,,,,,
1252,2.987348,12.53,3,,,,,,,,,,,,,,,,,,,,,,,,
1253,2.987598775,12.54,3,,,,,,,,,,,,,,,,,,,,,,,,
1254,2.987844579,12.55,3,,,,,,,,,,,,,,,,,,,,,,,,
1255,2.988085511,12.56,3,,,,,,,,,,,,,,,,,,,,,,,,
1256,2.988321668,12.57,3,,,,,,,,,,,,,,,,,,,,,,,,
1257,2.988553144,12.58,3,,,,,,,,,,,,,,,,,,,,,,,,
1258,2.988780031,12.59,3,,,,,,,,,,,,,,,,,,,,,,,,
1259,2.989002422,12.6,3,,,,,,,,,,,,,,,,,,,,,,,,
1260,2.989220404,12.61,3,,,,,,,,,,,,,,,,,,,,,,,,
